image,class
train_1\v_CricketShot_g09_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g09_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g09_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g09_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g09_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g09_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g09_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g09_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g09_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g09_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g10_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g10_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g10_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g10_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g10_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g10_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g10_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g10_c07.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c01.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g11_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c02.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c02.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g11_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c03.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c03.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g11_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c04.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c06.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c06.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g11_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g11_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g11_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g11_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g11_c07.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g11_c07.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g12_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g12_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c02.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g12_c02.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g12_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c04.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g12_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c06.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g12_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g12_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g12_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g12_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g12_c07.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g13_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g13_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g13_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g13_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g13_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g13_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g13_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g13_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g13_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g14_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c02.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g14_c02.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g14_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c03.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g14_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c04.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g14_c04.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g14_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c05.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g14_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c06.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g14_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g14_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g14_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g14_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g14_c07.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g15_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g15_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g15_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g15_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g15_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g15_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g16_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g16_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g16_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g16_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g16_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g16_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g16_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g16_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g16_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g16_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g16_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g16_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g16_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g16_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g16_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g16_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g16_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g17_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g17_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g17_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g17_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g17_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g17_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g17_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g17_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g17_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g17_c03.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g17_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g17_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g17_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g17_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g17_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g17_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g17_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g17_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g17_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g17_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g18_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g18_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g18_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g18_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g18_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g18_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g18_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g18_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g18_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g18_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g18_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g18_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g18_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g18_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g18_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g18_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g18_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g19_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g19_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g19_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g19_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g19_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g19_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g19_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g19_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g19_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g19_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g19_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g19_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g19_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g19_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g19_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g19_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g19_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g19_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g20_c01.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g20_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c02.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g20_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c03.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g20_c03.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g20_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c04.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g20_c04.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g20_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g20_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g20_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g20_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g20_c07.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g21_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g21_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g21_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g21_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g21_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g21_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g21_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g21_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g21_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g21_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g21_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g21_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g21_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g21_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g21_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g21_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g21_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g21_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g21_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g21_c06.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c01.avi_frame6.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame6.jpg,CricketShot
train_1\v_CricketShot_g22_c02.avi_frame7.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c03.avi_frame6.jpg,CricketShot
train_1\v_CricketShot_g22_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c04.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c04.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c04.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c04.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c04.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame6.jpg,CricketShot
train_1\v_CricketShot_g22_c05.avi_frame7.jpg,CricketShot
train_1\v_CricketShot_g22_c06.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c06.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c06.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c06.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c06.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c06.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame10.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame5.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame6.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame7.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame8.jpg,CricketShot
train_1\v_CricketShot_g22_c07.avi_frame9.jpg,CricketShot
train_1\v_CricketShot_g23_c01.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g23_c01.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g23_c01.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g23_c01.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g23_c02.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g23_c02.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g23_c02.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g23_c02.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g23_c02.avi_frame4.jpg,CricketShot
train_1\v_CricketShot_g23_c03.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g23_c03.avi_frame1.jpg,CricketShot
train_1\v_CricketShot_g23_c03.avi_frame2.jpg,CricketShot
train_1\v_CricketShot_g23_c03.avi_frame3.jpg,CricketShot
train_1\v_CricketShot_g23_c04.avi_frame0.jpg,CricketShot
train_1\v_CricketShot_g23_c04.avi_frame1.jpg,CricketShot
